Entity,Code,Date,people_vaccinated_per_hundred
Virginia,,2021/1/30,7.6
Virginia,,2021/1/31,8.06
Virginia,,2021/2/1,8.41
Virginia,,2021/2/2,8.69
Virginia,,2021/2/3,8.88
Virginia,,2021/2/4,9.07
Virginia,,2021/2/5,9.44
Virginia,,2021/2/6,9.87
Virginia,,2021/2/7,10.26
Virginia,,2021/2/8,10.51
Virginia,,2021/2/9,10.68
Virginia,,2021/2/10,10.84
Virginia,,2021/2/11,11.07
Washington,,2021/1/12,2.13
Washington,,2021/1/13,2.23
Washington,,2021/1/14,2.46
Washington,,2021/1/15,2.64
Washington,,2021/1/19,3.49
Washington,,2021/1/20,3.76
Washington,,2021/1/21,4.03
Washington,,2021/1/22,4.34
Washington,,2021/1/23,4.72
Washington,,2021/1/24,4.86
Washington,,2021/1/25,5.31
Washington,,2021/1/26,5.52
Washington,,2021/1/27,5.8
Washington,,2021/1/28,6.15
Washington,,2021/1/29,6.51
Washington,,2021/1/30,6.89
Washington,,2021/1/31,7.3
Washington,,2021/2/1,7.65
Washington,,2021/2/2,7.87
Washington,,2021/2/3,8.09
Washington,,2021/2/4,8.38
Washington,,2021/2/5,8.65
Washington,,2021/2/6,8.99
Washington,,2021/2/7,9.31
Washington,,2021/2/8,9.61
Washington,,2021/2/9,9.72
Washington,,2021/2/10,10.24
Washington,,2021/2/11,10.47
West Virginia,,2021/1/14,5.53
West Virginia,,2021/1/15,6.31
West Virginia,,2021/1/19,7.19
West Virginia,,2021/1/20,7.42
West Virginia,,2021/1/21,7.59
West Virginia,,2021/1/22,8.11
West Virginia,,2021/1/23,8.75
West Virginia,,2021/1/24,9.14
West Virginia,,2021/1/25,9.18
West Virginia,,2021/1/26,9.35
West Virginia,,2021/1/27,9.47
West Virginia,,2021/1/28,9.7
West Virginia,,2021/1/29,10.15
West Virginia,,2021/1/30,10.67
West Virginia,,2021/1/31,10.75
West Virginia,,2021/2/1,10.77
West Virginia,,2021/2/2,10.84
West Virginia,,2021/2/3,10.89
West Virginia,,2021/2/4,11.04
West Virginia,,2021/2/5,11.37
West Virginia,,2021/2/6,11.96
West Virginia,,2021/2/7,12.14
West Virginia,,2021/2/8,12.18
West Virginia,,2021/2/9,12.26
West Virginia,,2021/2/10,12.4
West Virginia,,2021/2/11,12.63
Wisconsin,,2021/1/12,2.16
Wisconsin,,2021/1/13,2.16
Wisconsin,,2021/1/14,2.33
Wisconsin,,2021/1/15,2.6
Wisconsin,,2021/1/19,3.23
Wisconsin,,2021/1/20,3.32
Wisconsin,,2021/1/21,3.52
Wisconsin,,2021/1/22,3.8
Wisconsin,,2021/1/23,4.15
Wisconsin,,2021/1/24,4.48
Wisconsin,,2021/1/25,4.58
Wisconsin,,2021/1/26,4.6
Wisconsin,,2021/1/27,4.83
Wisconsin,,2021/1/28,5.19
Wisconsin,,2021/1/29,5.83
Wisconsin,,2021/1/30,6.46
Wisconsin,,2021/1/31,7.03
Wisconsin,,2021/2/1,7.38
Wisconsin,,2021/2/2,7.51
Wisconsin,,2021/2/3,7.86
Wisconsin,,2021/2/4,7.87
Wisconsin,,2021/2/5,8.45
Wisconsin,,2021/2/6,8.95
Wisconsin,,2021/2/7,9.99
Wisconsin,,2021/2/8,10.24
Wisconsin,,2021/2/9,10.31
Wisconsin,,2021/2/10,10.64
Wisconsin,,2021/2/11,10.99
Wyoming,,2021/1/12,2.35
Wyoming,,2021/1/13,2.49
Wyoming,,2021/1/14,2.99
Wyoming,,2021/1/15,3.44
Wyoming,,2021/1/19,4.28
Wyoming,,2021/1/20,4.46
Wyoming,,2021/1/21,4.46
Wyoming,,2021/1/22,5.18
Wyoming,,2021/1/23,5.66
Wyoming,,2021/1/24,6.2
Wyoming,,2021/1/25,6.26
Wyoming,,2021/1/26,6.29
Wyoming,,2021/1/27,6.56
Wyoming,,2021/1/28,6.56
Wyoming,,2021/1/29,7.16
Wyoming,,2021/1/30,7.16
Wyoming,,2021/1/31,8.23
Wyoming,,2021/2/1,8.32
Wyoming,,2021/2/2,8.34
Wyoming,,2021/2/3,8.53
Wyoming,,2021/2/4,8.53
Wyoming,,2021/2/5,9.27
Wyoming,,2021/2/6,9.69
Wyoming,,2021/2/7,9.69
Wyoming,,2021/2/8,10.15
Wyoming,,2021/2/9,10.15
Wyoming,,2021/2/10,10.57
Wyoming,,2021/2/11,10.57
