Entity,Code,Date,share_doses_used
United States,USA,2021/1/27,0.522
United States,USA,2021/1/28,0.541
United States,USA,2021/1/29,0.567
United States,USA,2021/1/30,0.592
United States,USA,2021/1/31,0.623
United States,USA,2021/2/1,0.645
United States,USA,2021/2/2,0.623
United States,USA,2021/2/3,0.606
United States,USA,2021/2/4,0.612
United States,USA,2021/2/5,0.631
United States,USA,2021/2/6,0.658
United States,USA,2021/2/7,0.695
United States,USA,2021/2/8,0.715
United States,USA,2021/2/9,0.687
United States,USA,2021/2/10,0.679
United States,USA,2021/2/11,0.679
Utah,,2021/1/12,0.372
Utah,,2021/1/13,0.391
Utah,,2021/1/14,0.431
Utah,,2021/1/15,0.478
Utah,,2021/1/19,0.609
Utah,,2021/1/20,0.569
Utah,,2021/1/21,0.561
Utah,,2021/1/22,0.593
Utah,,2021/1/23,0.593
Utah,,2021/1/24,0.593
Utah,,2021/1/25,0.67
Utah,,2021/1/26,0.615
Utah,,2021/1/27,0.608
Utah,,2021/1/28,0.6
Utah,,2021/1/29,0.675
Utah,,2021/1/30,0.714
Utah,,2021/1/31,0.714
Utah,,2021/2/1,0.805
Utah,,2021/2/2,0.76
Utah,,2021/2/3,0.688
Utah,,2021/2/4,0.718
Utah,,2021/2/5,0.763
Utah,,2021/2/6,0.811
Utah,,2021/2/7,0.811
Utah,,2021/2/8,1.027
Utah,,2021/2/9,0.959
Utah,,2021/2/10,0.921
Utah,,2021/2/11,0.88
Vermont,,2021/1/12,0.397
Vermont,,2021/1/13,0.424
Vermont,,2021/1/14,0.424
Vermont,,2021/1/15,0.439
Vermont,,2021/1/19,0.548
Vermont,,2021/1/20,0.537
Vermont,,2021/1/21,0.543
Vermont,,2021/1/22,0.548
Vermont,,2021/1/23,0.549
Vermont,,2021/1/24,0.576
Vermont,,2021/1/25,0.596
Vermont,,2021/1/26,0.586
Vermont,,2021/1/27,0.572
Vermont,,2021/1/28,0.596
Vermont,,2021/1/29,0.619
Vermont,,2021/1/30,0.639
Vermont,,2021/1/31,0.673
Vermont,,2021/2/1,0.726
Vermont,,2021/2/2,0.674
Vermont,,2021/2/3,0.658
Vermont,,2021/2/4,0.665
Vermont,,2021/2/5,0.69
Vermont,,2021/2/6,0.715
Vermont,,2021/2/7,0.751
Vermont,,2021/2/8,0.778
Vermont,,2021/2/9,0.716
Vermont,,2021/2/10,0.7
Vermont,,2021/2/11,0.703
Veterans Health,,2021/1/12,0.256
Veterans Health,,2021/1/13,0.27
Veterans Health,,2021/1/14,0.302
Veterans Health,,2021/1/15,0.32
Veterans Health,,2021/1/19,0.419
Veterans Health,,2021/1/20,0.413
Veterans Health,,2021/1/21,0.479
Veterans Health,,2021/1/22,0.504
Veterans Health,,2021/1/23,0.542
Veterans Health,,2021/1/24,0.577
Veterans Health,,2021/1/25,0.61
Veterans Health,,2021/1/26,0.558
Veterans Health,,2021/1/27,0.569
Veterans Health,,2021/1/28,0.579
Veterans Health,,2021/1/29,0.615
Veterans Health,,2021/1/30,0.649
Veterans Health,,2021/1/31,0.682
Veterans Health,,2021/2/1,0.704
Veterans Health,,2021/2/2,0.653
Veterans Health,,2021/2/3,0.657
Veterans Health,,2021/2/4,0.642
Veterans Health,,2021/2/5,0.674
Veterans Health,,2021/2/6,0.652
Veterans Health,,2021/2/7,0.704
Veterans Health,,2021/2/8,0.726
Veterans Health,,2021/2/9,0.658
Veterans Health,,2021/2/10,0.666
Veterans Health,,2021/2/11,0.674
Virgin Islands,,2021/1/12,0.096
Virgin Islands,,2021/1/13,0.125
Virgin Islands,,2021/1/14,0.132
Virgin Islands,,2021/1/15,0.138
Virgin Islands,,2021/1/19,0.181
Virgin Islands,,2021/1/20,0.196
Virgin Islands,,2021/1/21,0.206
Virgin Islands,,2021/1/22,0.227
Virgin Islands,,2021/1/23,0.248
Virgin Islands,,2021/1/24,0.25
Virgin Islands,,2021/1/25,0.234
Virgin Islands,,2021/1/26,0.239
Virgin Islands,,2021/1/27,0.247
Virgin Islands,,2021/1/28,0.271
Virgin Islands,,2021/1/29,0.308
Virgin Islands,,2021/1/30,0.349
Virgin Islands,,2021/1/31,0.352
Virgin Islands,,2021/2/1,0.358
Virgin Islands,,2021/2/2,0.33
Virgin Islands,,2021/2/3,0.363
Virgin Islands,,2021/2/4,0.398
Virgin Islands,,2021/2/5,0.431
Virgin Islands,,2021/2/6,0.459
Virgin Islands,,2021/2/7,0.459
Virgin Islands,,2021/2/8,0.462
Virgin Islands,,2021/2/9,0.468
Virgin Islands,,2021/2/10,0.442
Virgin Islands,,2021/2/11,0.439
Virginia,,2021/1/12,0.239
Virginia,,2021/1/13,0.258
Virginia,,2021/1/14,0.255
Virginia,,2021/1/15,0.286
Virginia,,2021/1/19,0.383
Virginia,,2021/1/20,0.357
Virginia,,2021/1/21,0.365
Virginia,,2021/1/22,0.376
Virginia,,2021/1/23,0.401
Virginia,,2021/1/24,0.422
Virginia,,2021/1/25,0.451
Virginia,,2021/1/26,0.507
Virginia,,2021/1/27,0.533
Virginia,,2021/1/28,0.57
Virginia,,2021/1/29,0.611
Virginia,,2021/1/30,0.638
Virginia,,2021/1/31,0.676
Virginia,,2021/2/1,0.707
Virginia,,2021/2/2,0.69
Virginia,,2021/2/3,0.673
Virginia,,2021/2/4,0.687
Virginia,,2021/2/5,0.716
Virginia,,2021/2/6,0.758
Virginia,,2021/2/7,0.795
Virginia,,2021/2/8,0.818
Virginia,,2021/2/9,0.752
Virginia,,2021/2/10,0.761
Virginia,,2021/2/11,0.769
Washington,,2021/1/12,0.344
Washington,,2021/1/13,0.364
Washington,,2021/1/14,0.344
Washington,,2021/1/15,0.348
Washington,,2021/1/19,0.461
Washington,,2021/1/20,0.431
Washington,,2021/1/21,0.455
Washington,,2021/1/22,0.486
Washington,,2021/1/23,0.516
Washington,,2021/1/24,0.531
Washington,,2021/1/25,0.577
Washington,,2021/1/26,0.528
Washington,,2021/1/27,0.545
Washington,,2021/1/28,0.569
Washington,,2021/1/29,0.604
Washington,,2021/1/30,0.624
Washington,,2021/1/31,0.664
Washington,,2021/2/1,0.699
Washington,,2021/2/2,0.657
Washington,,2021/2/3,0.658
Washington,,2021/2/4,0.682
Washington,,2021/2/5,0.706
Washington,,2021/2/6,0.718
Washington,,2021/2/7,0.749
Washington,,2021/2/8,0.776
Washington,,2021/2/9,0.697
Washington,,2021/2/10,0.718
Washington,,2021/2/11,0.728
West Virginia,,2021/1/12,0.642
West Virginia,,2021/1/13,0.688
West Virginia,,2021/1/14,0.737
West Virginia,,2021/1/15,0.653
West Virginia,,2021/1/19,0.743
West Virginia,,2021/1/20,0.684
West Virginia,,2021/1/21,0.723
West Virginia,,2021/1/22,0.78
West Virginia,,2021/1/23,0.801
West Virginia,,2021/1/24,0.835
West Virginia,,2021/1/25,0.839
West Virginia,,2021/1/26,0.756
West Virginia,,2021/1/27,0.772
West Virginia,,2021/1/28,0.807
West Virginia,,2021/1/29,0.862
West Virginia,,2021/1/30,0.84
West Virginia,,2021/1/31,0.851
West Virginia,,2021/2/1,0.853
West Virginia,,2021/2/2,0.813
West Virginia,,2021/2/3,0.816
West Virginia,,2021/2/4,0.842
West Virginia,,2021/2/5,0.888
West Virginia,,2021/2/6,0.882
West Virginia,,2021/2/7,0.902
West Virginia,,2021/2/8,0.906
West Virginia,,2021/2/9,0.861
West Virginia,,2021/2/10,0.874
West Virginia,,2021/2/11,0.88
Wisconsin,,2021/1/12,0.32
Wisconsin,,2021/1/13,0.315
Wisconsin,,2021/1/14,0.342
Wisconsin,,2021/1/15,0.388
Wisconsin,,2021/1/19,0.488
Wisconsin,,2021/1/20,0.413
Wisconsin,,2021/1/21,0.414
Wisconsin,,2021/1/22,0.437
Wisconsin,,2021/1/23,0.468
Wisconsin,,2021/1/24,0.505
Wisconsin,,2021/1/25,0.518
Wisconsin,,2021/1/26,0.464
Wisconsin,,2021/1/27,0.424
Wisconsin,,2021/1/28,0.456
Wisconsin,,2021/1/29,0.513
Wisconsin,,2021/1/30,0.566
Wisconsin,,2021/1/31,0.618
Wisconsin,,2021/2/1,0.646
Wisconsin,,2021/2/2,0.58
Wisconsin,,2021/2/3,0.594
Wisconsin,,2021/2/4,0.593
Wisconsin,,2021/2/5,0.643
Wisconsin,,2021/2/6,0.689
Wisconsin,,2021/2/7,0.802
Wisconsin,,2021/2/8,0.824
Wisconsin,,2021/2/9,0.736
Wisconsin,,2021/2/10,0.752
Wisconsin,,2021/2/11,0.765
Wyoming,,2021/1/12,0.344
Wyoming,,2021/1/13,0.308
Wyoming,,2021/1/14,0.336
Wyoming,,2021/1/15,0.387
Wyoming,,2021/1/19,0.477
Wyoming,,2021/1/20,0.468
Wyoming,,2021/1/21,0.435
Wyoming,,2021/1/22,0.496
Wyoming,,2021/1/23,0.531
Wyoming,,2021/1/24,0.577
Wyoming,,2021/1/25,0.582
Wyoming,,2021/1/26,0.576
Wyoming,,2021/1/27,0.524
Wyoming,,2021/1/28,0.524
Wyoming,,2021/1/29,0.573
Wyoming,,2021/1/30,0.573
Wyoming,,2021/1/31,0.665
Wyoming,,2021/2/1,0.685
Wyoming,,2021/2/2,0.66
Wyoming,,2021/2/3,0.622
Wyoming,,2021/2/4,0.622
Wyoming,,2021/2/5,0.663
Wyoming,,2021/2/6,0.707
Wyoming,,2021/2/7,0.707
Wyoming,,2021/2/8,0.752
Wyoming,,2021/2/9,0.676
Wyoming,,2021/2/10,0.677
Wyoming,,2021/2/11,0.669
